Sort,Complexity,Time
GnomeSort,1045,2333000
GnomeSort,2376,12610600
GnomeSort,624,1173800
GnomeSort,625,952000
GnomeSort,626,1144900
GnomeSort,627,921600
GnomeSort,628,878700
GnomeSort,629,943700
GnomeSort,1066,2615300
GnomeSort,2397,12965000
GnomeSort,1065,2897600
GnomeSort,2396,13680600
GnomeSort,1064,2830800
GnomeSort,2395,16478000
GnomeSort,1063,2533400
GnomeSort,2394,13766400
GnomeSort,1062,2803300
GnomeSort,2393,17393400
GnomeSort,1061,2889400
GnomeSort,2392,16049500
GnomeSort,1060,2426300
GnomeSort,2391,13565800
GnomeSort,2390,13686200
GnomeSort,630,860000
GnomeSort,631,1007800
GnomeSort,1059,5393600
GnomeSort,632,1121500
GnomeSort,1058,2684700
GnomeSort,2389,12972100
GnomeSort,633,1779500
GnomeSort,1057,2386000
GnomeSort,2388,12926400
GnomeSort,634,1171400
GnomeSort,1056,2673800
GnomeSort,2387,16853700
GnomeSort,635,934300
GnomeSort,636,1169900
GnomeSort,637,906400
GnomeSort,638,859100
GnomeSort,639,849000
GnomeSort,1077,2414000
GnomeSort,1076,2383400
GnomeSort,1075,2446700
GnomeSort,1074,2419700
GnomeSort,1073,2500600
GnomeSort,1072,2466100
GnomeSort,1071,2500700
GnomeSort,1070,2470900
GnomeSort,640,1265300
GnomeSort,641,1016700
GnomeSort,642,991800
GnomeSort,643,1259100
GnomeSort,1069,2669400
GnomeSort,644,1253300
GnomeSort,1068,2830000
GnomeSort,2399,15018500
GnomeSort,645,1079200
GnomeSort,1067,2667700
GnomeSort,2398,18137900
GnomeSort,646,905600
GnomeSort,647,908600
GnomeSort,648,899700
GnomeSort,649,1061800
GnomeSort,1080,2396100
GnomeSort,1088,2690500
GnomeSort,1087,2563600
GnomeSort,1086,2403900
GnomeSort,1085,2625600
GnomeSort,1084,2877700
GnomeSort,1083,2553200
GnomeSort,1082,2541000
GnomeSort,1081,2723800
GnomeSort,650,1198900
GnomeSort,651,1141300
GnomeSort,652,1171700
GnomeSort,653,1183800
GnomeSort,654,905000
GnomeSort,655,1022900
GnomeSort,1079,2475300
GnomeSort,656,1041300
GnomeSort,1078,3148800
GnomeSort,657,1276100
GnomeSort,658,1057400
GnomeSort,659,1065700
GnomeSort,1091,3139100
GnomeSort,1090,2980000
GnomeSort,1099,2833100
GnomeSort,1098,2460200
GnomeSort,1097,2557100
GnomeSort,1096,2917600
GnomeSort,1095,2951900
GnomeSort,1094,2578900
GnomeSort,1093,3258700
GnomeSort,1092,2829500
GnomeSort,660,957700
GnomeSort,661,970400
GnomeSort,662,1098000
GnomeSort,663,1096600
GnomeSort,664,1034600
GnomeSort,665,904600
GnomeSort,666,1129900
GnomeSort,667,1395900
GnomeSort,1089,2535300
GnomeSort,668,970700
GnomeSort,669,1974900
GnomeSort,670,1348500
GnomeSort,671,1308600
GnomeSort,672,1379300
GnomeSort,673,950500
GnomeSort,674,1026700
GnomeSort,675,1014500
GnomeSort,676,1389900
GnomeSort,677,1335700
GnomeSort,678,1036100
GnomeSort,679,1034700
GnomeSort,680,1038500
GnomeSort,681,1274900
GnomeSort,682,1098100
GnomeSort,683,1184900
GnomeSort,200,163600
GnomeSort,684,1119400
GnomeSort,201,87800
GnomeSort,685,1139600
GnomeSort,202,122700
GnomeSort,686,1463100
GnomeSort,203,110600
GnomeSort,687,1231300
GnomeSort,204,134100
GnomeSort,688,973900
GnomeSort,205,133500
GnomeSort,689,1151300
GnomeSort,206,106900
GnomeSort,207,133100
GnomeSort,208,299300
GnomeSort,209,117600
GnomeSort,690,1047600
GnomeSort,691,1107500
GnomeSort,692,1035900
GnomeSort,693,1483300
GnomeSort,210,98200
GnomeSort,694,1996800
GnomeSort,211,141400
GnomeSort,695,1158900
GnomeSort,212,141800
GnomeSort,696,1039800
GnomeSort,213,338900
GnomeSort,697,1037700
GnomeSort,214,121200
GnomeSort,698,1376200
GnomeSort,215,109500
GnomeSort,699,1092900
GnomeSort,216,148400
GnomeSort,217,175800
GnomeSort,218,108500
GnomeSort,219,174500
GnomeSort,220,141600
GnomeSort,221,109700
GnomeSort,222,111900
GnomeSort,223,134700
GnomeSort,224,127300
GnomeSort,225,137900
GnomeSort,226,258900
GnomeSort,227,182200
GnomeSort,228,165700
GnomeSort,229,134900
GnomeSort,230,127200
GnomeSort,231,185600
GnomeSort,232,219000
GnomeSort,233,229200
GnomeSort,234,169500
GnomeSort,235,170800
GnomeSort,236,169800
GnomeSort,237,152700
GnomeSort,238,120000
GnomeSort,239,160200
GnomeSort,1909,7714700
GnomeSort,1908,8912100
GnomeSort,240,143900
GnomeSort,241,180400
GnomeSort,242,238600
GnomeSort,243,220900
GnomeSort,244,120700
GnomeSort,245,146300
GnomeSort,246,195200
GnomeSort,247,158500
GnomeSort,248,170000
GnomeSort,249,152800
GnomeSort,1907,7913000
GnomeSort,1906,10912700
GnomeSort,1905,9836000
GnomeSort,1904,9690900
GnomeSort,1903,7865900
GnomeSort,1902,7770700
GnomeSort,1901,10530200
GnomeSort,1900,8360800
GnomeSort,1919,8440700
GnomeSort,250,270200
GnomeSort,251,145800
GnomeSort,252,219700
GnomeSort,253,180600
GnomeSort,1910,7834800
GnomeSort,254,174400
GnomeSort,255,183000
GnomeSort,256,259000
GnomeSort,257,172400
GnomeSort,258,178600
GnomeSort,259,182300
GnomeSort,1918,8435500
GnomeSort,1917,8884700
GnomeSort,1916,7867300
GnomeSort,1915,7706400
GnomeSort,1914,7578600
GnomeSort,1913,7717000
GnomeSort,1912,7863300
GnomeSort,1911,7978100
GnomeSort,260,224900
GnomeSort,261,171400
GnomeSort,262,212700
GnomeSort,263,163300
GnomeSort,264,264300
GnomeSort,1921,10352100
GnomeSort,265,220400
GnomeSort,1920,8136400
GnomeSort,266,193500
GnomeSort,267,196200
GnomeSort,268,275900
GnomeSort,269,205000
GnomeSort,1929,10530200
GnomeSort,1928,8770600
GnomeSort,1927,7739600
GnomeSort,1926,7890900
GnomeSort,1925,8254100
GnomeSort,1924,8088900
GnomeSort,1923,7717900
GnomeSort,1922,7825200
GnomeSort,270,168500
GnomeSort,271,194400
GnomeSort,272,199500
GnomeSort,273,194700
GnomeSort,274,212100
GnomeSort,275,241900
GnomeSort,1932,8269600
GnomeSort,276,229400
GnomeSort,1931,8006400
GnomeSort,277,212300
GnomeSort,1930,7760000
GnomeSort,278,292900
GnomeSort,279,177600
GnomeSort,1939,8769800
GnomeSort,1938,9234800
GnomeSort,1937,7819100
GnomeSort,1936,8260800
GnomeSort,1935,9250100
GnomeSort,1934,9188500
GnomeSort,1933,9245700
GnomeSort,280,382500
GnomeSort,281,198600
GnomeSort,282,181800
GnomeSort,283,170200
GnomeSort,284,177800
GnomeSort,285,225900
GnomeSort,286,191700
GnomeSort,1943,8382000
GnomeSort,287,231800
GnomeSort,1942,9378300
GnomeSort,288,276900
GnomeSort,1941,9460100
GnomeSort,289,180200
GnomeSort,1940,10047100
GnomeSort,1949,8332700
GnomeSort,1948,8348300
GnomeSort,1947,8280200
GnomeSort,1946,9830500
GnomeSort,1945,8648300
GnomeSort,1944,11104900
GnomeSort,290,238900
GnomeSort,291,291500
GnomeSort,292,289400
GnomeSort,293,190900
GnomeSort,294,191500
GnomeSort,295,202600
GnomeSort,296,344800
GnomeSort,297,201100
GnomeSort,1954,9190400
GnomeSort,2801,23311800
GnomeSort,298,240500
GnomeSort,1953,11126400
GnomeSort,2800,17330900
GnomeSort,299,229400
GnomeSort,1952,8732700
GnomeSort,1951,10219200
GnomeSort,1950,12021100
GnomeSort,2809,21376100
GnomeSort,2808,22823600
GnomeSort,2807,18045000
GnomeSort,1959,8590300
GnomeSort,2806,18254300
GnomeSort,1958,9416900
GnomeSort,2805,17125700
GnomeSort,1957,9457500
GnomeSort,2804,16805000
GnomeSort,1956,9121400
GnomeSort,2803,18852500
GnomeSort,1955,12611200
GnomeSort,2802,22253600
GnomeSort,1965,10079800
GnomeSort,2812,19844400
GnomeSort,1964,10449800
GnomeSort,2811,21327700
GnomeSort,1963,10700200
GnomeSort,2810,18048000
GnomeSort,1962,9250300
GnomeSort,1961,10483700
GnomeSort,1960,9800300
GnomeSort,2819,19714800
GnomeSort,2818,18639900
GnomeSort,2817,19273800
GnomeSort,1969,8522900
GnomeSort,2816,19553000
GnomeSort,1968,9277400
GnomeSort,2815,26160900
GnomeSort,1967,8292200
GnomeSort,2814,17592500
GnomeSort,1966,9208000
GnomeSort,2813,19329100
GnomeSort,1976,12152700
GnomeSort,2823,22729700
GnomeSort,1975,12190900
GnomeSort,2822,23263600
GnomeSort,1974,8819400
GnomeSort,2821,21651600
GnomeSort,1973,31767100
GnomeSort,2820,18981000
GnomeSort,1972,8614300
GnomeSort,1971,10623200
GnomeSort,1970,9126800
GnomeSort,2829,18183300
GnomeSort,2828,19949000
GnomeSort,2827,21139800
GnomeSort,1979,9558800
GnomeSort,2826,17277600
GnomeSort,1978,9254400
GnomeSort,2825,20753600
GnomeSort,1977,8939600
GnomeSort,2824,20630100
GnomeSort,1990,9052100
GnomeSort,1503,5021900
GnomeSort,1987,12348100
GnomeSort,2834,18040900
GnomeSort,1502,5062400
GnomeSort,1986,10197300
GnomeSort,2833,18313000
GnomeSort,1501,6064300
GnomeSort,1985,9085400
GnomeSort,2832,22329400
GnomeSort,1500,5917000
GnomeSort,1984,8252500
GnomeSort,2831,17765900
GnomeSort,1983,8371300
GnomeSort,2830,19266500
GnomeSort,1982,9210800
GnomeSort,1981,11627900
GnomeSort,1980,9364900
GnomeSort,1509,5222200
GnomeSort,1508,5428200
GnomeSort,2839,20588300
GnomeSort,1507,4956400
GnomeSort,2838,17989900
GnomeSort,1506,5786900
GnomeSort,2837,18737200
GnomeSort,1505,5113800
GnomeSort,1989,8381400
GnomeSort,2836,17807000
GnomeSort,1504,5069500
GnomeSort,1988,12946100
GnomeSort,2835,22947300
GnomeSort,1514,4813900
GnomeSort,1998,9226900
GnomeSort,2845,17192700
GnomeSort,1513,4959800
GnomeSort,1997,9335800
GnomeSort,2844,17048700
GnomeSort,1512,5956700
GnomeSort,1996,12166600
GnomeSort,2843,17324800
GnomeSort,1511,4780200
GnomeSort,1995,8817800
GnomeSort,2842,23417900
GnomeSort,1510,6041000
GnomeSort,1994,8623800
GnomeSort,2841,25831000
GnomeSort,1993,9015100
GnomeSort,2840,58407900
GnomeSort,1992,8982900
GnomeSort,1991,13599600
GnomeSort,1519,5586700
GnomeSort,1518,5632100
GnomeSort,2849,18627800
GnomeSort,1517,5077000
GnomeSort,2848,22163300
GnomeSort,1516,5135500
GnomeSort,2847,19407900
GnomeSort,1515,5245300
GnomeSort,1999,11578500
GnomeSort,2846,17576900
GnomeSort,1525,4986100
GnomeSort,2856,23546400
GnomeSort,1524,5199600
GnomeSort,2855,20262700
GnomeSort,1523,4853900
GnomeSort,2854,21819400
GnomeSort,1522,4735600
GnomeSort,2853,18370500
GnomeSort,1521,5029500
GnomeSort,2852,18903400
GnomeSort,1520,6331600
GnomeSort,2851,18108800
GnomeSort,2850,20821400
GnomeSort,1529,4830400
GnomeSort,1528,4954100
GnomeSort,2859,23860200
GnomeSort,1527,5034600
GnomeSort,2858,22605800
GnomeSort,1526,4816400
GnomeSort,2857,21553600
GnomeSort,2870,19884300
GnomeSort,1536,5830000
GnomeSort,2867,17867300
GnomeSort,1535,5325000
GnomeSort,2866,18536600
GnomeSort,1534,6441600
GnomeSort,2865,19012600
GnomeSort,1533,5046900
GnomeSort,2864,18911000
GnomeSort,1532,5312100
GnomeSort,2863,21168900
GnomeSort,1531,4915200
GnomeSort,2862,19003200
GnomeSort,1530,4933500
GnomeSort,2861,19200400
GnomeSort,2860,18108300
GnomeSort,1539,5161200
GnomeSort,1538,5176100
GnomeSort,2869,18786300
GnomeSort,1537,5638600
GnomeSort,2868,18362100
GnomeSort,1550,5546500
GnomeSort,2881,19657300
GnomeSort,2880,19274100
GnomeSort,1547,5048300
GnomeSort,2878,22161400
GnomeSort,1546,4971300
GnomeSort,2877,20313000
GnomeSort,1545,5430400
GnomeSort,2876,18182500
GnomeSort,1544,4895000
GnomeSort,2875,19574900
GnomeSort,1543,5955200
GnomeSort,2874,18767700
GnomeSort,1542,5414600
GnomeSort,2873,17753300
GnomeSort,1541,5250800
GnomeSort,2872,23312500
GnomeSort,1540,5199000
GnomeSort,2871,20133200
GnomeSort,1549,5081000
GnomeSort,1548,5140600
GnomeSort,2879,18226400
GnomeSort,1561,6176400
GnomeSort,2892,19174700
GnomeSort,1560,5271000
GnomeSort,2891,21549100
GnomeSort,2890,21763100
GnomeSort,1558,6005100
GnomeSort,2405,13562100
GnomeSort,2889,22454600
GnomeSort,1557,6774600
GnomeSort,2404,13484000
GnomeSort,2888,20566800
GnomeSort,1556,5220400
GnomeSort,2403,13680700
GnomeSort,2887,20051700
GnomeSort,1555,5146400
GnomeSort,2402,13980600
GnomeSort,2886,19132900
GnomeSort,1554,5249300
GnomeSort,2401,16109500
GnomeSort,2885,19852800
GnomeSort,1553,5200700
GnomeSort,2400,12704800
GnomeSort,2884,21241400
GnomeSort,1552,5594000
GnomeSort,2883,19560600
GnomeSort,1551,5383400
GnomeSort,2882,23167200
GnomeSort,2409,13390500
GnomeSort,2408,13973800
GnomeSort,2407,13417400
GnomeSort,1559,5664300
GnomeSort,2406,14646200
GnomeSort,1572,6900500
GnomeSort,1571,6660400
GnomeSort,1570,5342100
GnomeSort,1569,5437100
GnomeSort,2416,16875500
GnomeSort,1568,5514100
GnomeSort,2415,16666200
GnomeSort,2899,20866900
GnomeSort,1567,6976700
GnomeSort,2414,17534400
GnomeSort,2898,20933800
GnomeSort,1566,7908600
GnomeSort,2413,12953300
GnomeSort,2897,19174600
GnomeSort,1565,5893100
GnomeSort,2412,13976600
GnomeSort,2896,19598800
GnomeSort,1564,5632700
GnomeSort,2411,14891500
GnomeSort,2895,20401800
GnomeSort,1563,6005000
GnomeSort,2410,14463900
GnomeSort,2894,22208000
GnomeSort,1562,6188800
GnomeSort,2893,19755700
GnomeSort,2419,18576900
GnomeSort,2418,13734000
GnomeSort,2417,13066400
GnomeSort,1583,5552600
GnomeSort,2430,13509200
GnomeSort,1582,5332100
GnomeSort,1581,5483100
GnomeSort,1580,7324300
GnomeSort,2427,21776600
GnomeSort,1579,6630500
GnomeSort,2426,50467900
GnomeSort,1578,6350200
GnomeSort,2425,16007900
GnomeSort,1577,5800400
GnomeSort,2424,13596300
GnomeSort,1576,5854600
GnomeSort,2423,18744100
GnomeSort,1575,7253000
GnomeSort,2422,17745900
GnomeSort,1574,5888500
GnomeSort,2421,18271500
GnomeSort,1573,7680600
GnomeSort,2420,15454200
GnomeSort,2429,12699200
GnomeSort,2428,17428700
GnomeSort,1110,2876500
GnomeSort,1594,5506400
GnomeSort,2441,13958500
GnomeSort,1593,5439100
GnomeSort,2440,15823100
GnomeSort,1592,6093800
GnomeSort,1591,5706300
GnomeSort,1590,5460500
GnomeSort,1107,3314600
GnomeSort,2438,12693800
GnomeSort,1106,2694800
GnomeSort,2437,15272900
GnomeSort,1105,2642300
GnomeSort,1589,5637300
GnomeSort,2436,13773300
GnomeSort,1104,2905700
GnomeSort,1588,5690100
GnomeSort,2435,13210400
GnomeSort,1103,3023500
GnomeSort,1587,5424800
GnomeSort,2434,17674900
GnomeSort,1102,2860400
GnomeSort,1586,6895300
GnomeSort,2433,13525300
GnomeSort,1101,3237100
GnomeSort,1585,7779900
GnomeSort,2432,12964100
GnomeSort,1100,3035300
GnomeSort,1584,10113200
GnomeSort,2431,12624100
GnomeSort,1109,2619500
GnomeSort,1108,3068300
GnomeSort,2439,13376600
GnomeSort,1121,3316700
GnomeSort,2452,15417700
GnomeSort,1120,3758400
GnomeSort,2451,15448900
GnomeSort,2450,14644200
GnomeSort,1118,2816800
GnomeSort,2449,15181100
GnomeSort,1117,3487700
GnomeSort,2448,15948100
GnomeSort,1116,2792200
GnomeSort,2447,19276300
GnomeSort,1115,2696600
GnomeSort,1599,5439700
GnomeSort,2446,15502900
GnomeSort,1114,3203000
GnomeSort,1598,6096900
GnomeSort,2445,14180500
GnomeSort,1113,2976000
GnomeSort,1597,5468700
GnomeSort,2444,12923000
GnomeSort,1112,3309300
GnomeSort,1596,5588000
GnomeSort,2443,13031000
GnomeSort,1111,3797700
GnomeSort,1595,5702600
GnomeSort,2442,13393200
GnomeSort,1119,2657700
GnomeSort,1132,2933300
GnomeSort,2463,14212900
GnomeSort,1131,3233700
GnomeSort,2462,13972300
GnomeSort,1130,3071100
GnomeSort,2461,16641000
GnomeSort,2460,13990500
GnomeSort,1129,2928600
GnomeSort,1128,3002600
GnomeSort,2459,13479300
GnomeSort,1127,3649500
GnomeSort,2458,13647600
GnomeSort,1126,3706100
GnomeSort,2457,16837400
GnomeSort,1125,2914700
GnomeSort,2456,13113200
GnomeSort,1124,3353200
GnomeSort,2455,16124300
GnomeSort,1123,2841300
GnomeSort,2454,13603900
GnomeSort,700,1176100
GnomeSort,1122,2968600
GnomeSort,2453,16277400
GnomeSort,701,1251300
GnomeSort,702,1190100
GnomeSort,703,1095800
GnomeSort,704,1064900
GnomeSort,705,1183800
GnomeSort,706,1249100
GnomeSort,707,1284000
GnomeSort,708,1597700
GnomeSort,709,1303900
GnomeSort,1143,2666200
GnomeSort,2474,16196000
GnomeSort,1142,2806700
GnomeSort,2473,19494000
GnomeSort,1141,2987500
GnomeSort,2472,14440100
GnomeSort,1140,2837200
GnomeSort,2471,15115500
GnomeSort,2470,14730000
GnomeSort,1139,2910700
GnomeSort,1138,3331600
GnomeSort,2469,14250800
GnomeSort,1137,3040100
GnomeSort,2468,16162800
GnomeSort,1136,2771700
GnomeSort,2467,16156300
GnomeSort,1135,3149000
GnomeSort,2466,15879800
GnomeSort,710,1373000
GnomeSort,1134,2717300
GnomeSort,2465,17954500
GnomeSort,711,1267600
GnomeSort,1133,2761700
GnomeSort,2464,13784600
GnomeSort,712,2187200
GnomeSort,713,1117000
GnomeSort,714,1266100
GnomeSort,715,1223700
GnomeSort,716,1457400
GnomeSort,717,1084500
GnomeSort,718,1205300
GnomeSort,719,1186900
GnomeSort,1154,3513100
GnomeSort,2001,10100900
GnomeSort,2485,15638400
GnomeSort,1153,3165300
GnomeSort,2000,11324100
GnomeSort,2484,15007000
GnomeSort,1152,3569100
GnomeSort,2483,16633700
GnomeSort,1151,2860500
GnomeSort,2482,15616700
GnomeSort,1150,3081800
GnomeSort,2481,20314800
GnomeSort,2480,14566300
GnomeSort,1149,3646400
GnomeSort,1148,2984200
GnomeSort,2479,14128000
GnomeSort,1147,3013600
GnomeSort,2478,14287800
GnomeSort,720,1137500
GnomeSort,1146,2966300
GnomeSort,2477,13770800
GnomeSort,721,1138200
GnomeSort,1145,2783700
GnomeSort,2476,14238600
GnomeSort,722,1446700
GnomeSort,1144,2728400
GnomeSort,2475,14744600
GnomeSort,723,1550000
GnomeSort,724,1152100
GnomeSort,725,1421200
GnomeSort,726,1742800
GnomeSort,727,1182000
GnomeSort,728,1344900
GnomeSort,729,1081100
GnomeSort,1165,3310500
GnomeSort,2012,11142600
GnomeSort,2496,13533700
GnomeSort,1164,2913300
GnomeSort,2011,12508700
GnomeSort,2495,14968400
GnomeSort,1163,3196800
GnomeSort,2010,9425300
GnomeSort,2494,16316600
GnomeSort,1162,3894100
GnomeSort,2493,16094300
GnomeSort,1161,4064500
GnomeSort,2492,13698700
GnomeSort,1160,3692400
GnomeSort,2491,18636300
GnomeSort,2490,15620300
GnomeSort,2009,12384000
GnomeSort,2008,9526400
GnomeSort,2007,9510600
GnomeSort,1159,3409100
GnomeSort,2006,8569900
GnomeSort,730,1193600
GnomeSort,1158,3297300
GnomeSort,2005,9055700
GnomeSort,2489,14967200
GnomeSort,731,1335500
GnomeSort,1157,2970500
GnomeSort,2004,9879100
GnomeSort,2488,13904000
GnomeSort,732,1175800
GnomeSort,1156,3137400
GnomeSort,2003,11746400
GnomeSort,2487,15712600
GnomeSort,733,1454600
GnomeSort,1155,3489800
GnomeSort,2002,10065500
GnomeSort,2486,17351400
GnomeSort,734,1654900
GnomeSort,735,1656800
GnomeSort,736,1196900
GnomeSort,737,1391500
GnomeSort,738,1233700
GnomeSort,739,1351900
GnomeSort,1176,3402800
GnomeSort,2023,9249700
GnomeSort,1175,3311600
GnomeSort,2022,9678100
GnomeSort,1174,3067900
GnomeSort,2021,11480700
GnomeSort,1173,2918200
GnomeSort,2020,8796700
GnomeSort,1172,2835700
GnomeSort,1171,2844500
GnomeSort,1170,3082400
GnomeSort,2019,8892700
GnomeSort,2018,9581800
GnomeSort,740,1295800
GnomeSort,2017,9830500
GnomeSort,741,1857200
GnomeSort,1169,3189700
GnomeSort,2016,9064300
GnomeSort,742,2108200
GnomeSort,1168,3445500
GnomeSort,2015,9381400
GnomeSort,2499,18581800
GnomeSort,743,1172200
GnomeSort,1167,3277200
GnomeSort,2014,8522600
GnomeSort,2498,19080800
GnomeSort,744,1489900
GnomeSort,1166,3193700
GnomeSort,2013,9640400
GnomeSort,2497,17884400
GnomeSort,745,1420300
GnomeSort,746,1405600
GnomeSort,747,1510600
GnomeSort,748,1329600
GnomeSort,749,1150900
GnomeSort,1187,3025100
GnomeSort,2034,8962500
GnomeSort,1186,2980400
GnomeSort,2033,9198900
GnomeSort,1185,4023900
GnomeSort,2032,10256500
GnomeSort,1184,8399900
GnomeSort,2031,10645700
GnomeSort,1183,7188200
GnomeSort,2030,14304700
GnomeSort,1182,4177500
GnomeSort,1181,3000400
GnomeSort,1180,3419100
GnomeSort,750,1215100
GnomeSort,2029,9260500
GnomeSort,751,1371400
GnomeSort,2028,9175700
GnomeSort,752,1440800
GnomeSort,2027,10840200
GnomeSort,753,1550700
GnomeSort,1179,2993900
GnomeSort,2026,10800700
GnomeSort,754,1597900
GnomeSort,1178,2984500
GnomeSort,2025,9107300
GnomeSort,755,1990500
GnomeSort,1177,3320200
GnomeSort,2024,13277800
GnomeSort,756,1539000
GnomeSort,757,1292700
GnomeSort,758,1216600
GnomeSort,759,1825000
GnomeSort,1190,4093500
GnomeSort,1198,3950300
GnomeSort,2045,11360100
GnomeSort,1197,4600500
GnomeSort,2044,10106500
GnomeSort,1196,3815600
GnomeSort,2043,12527200
GnomeSort,1195,4526800
GnomeSort,2042,12601900
GnomeSort,1194,3182400
GnomeSort,2041,9311500
GnomeSort,1193,3783400
GnomeSort,2040,9613600
GnomeSort,1192,2864400
GnomeSort,1191,3033900
GnomeSort,760,1439300
GnomeSort,761,1492700
GnomeSort,762,1451000
GnomeSort,2039,10923800
GnomeSort,763,1349100
GnomeSort,2038,10864600
GnomeSort,764,1381300
GnomeSort,2037,9485600
GnomeSort,765,1399800
GnomeSort,1189,3276000
GnomeSort,2036,9853800
GnomeSort,766,1269900
GnomeSort,1188,3377100
GnomeSort,2035,12596200
GnomeSort,767,1497800
GnomeSort,768,1560000
GnomeSort,769,1923000
GnomeSort,2056,9600500
GnomeSort,2055,12557100
GnomeSort,2054,10129000
GnomeSort,2053,10435500
GnomeSort,2052,10165800
GnomeSort,2051,9765700
GnomeSort,2050,12273300
GnomeSort,770,1472800
GnomeSort,771,1539600
GnomeSort,772,1764300
GnomeSort,773,1315300
GnomeSort,774,1831600
GnomeSort,2049,10770800
GnomeSort,775,1478400
GnomeSort,2048,10360000
GnomeSort,776,1482900
GnomeSort,2047,10725600
GnomeSort,777,1334800
GnomeSort,1199,4241800
GnomeSort,2046,9525600
GnomeSort,778,1436700
GnomeSort,779,1427500
GnomeSort,2067,12697100
GnomeSort,2066,13228200
GnomeSort,2065,10292600
GnomeSort,2064,10003900
GnomeSort,2063,9363100
GnomeSort,2062,8896600
GnomeSort,2061,9581700
GnomeSort,780,1614200
GnomeSort,2060,13573900
GnomeSort,781,1246300
GnomeSort,782,1681600
GnomeSort,783,1617100
GnomeSort,300,252100
GnomeSort,784,1346700
GnomeSort,301,282400
GnomeSort,785,1971000
GnomeSort,302,211800
GnomeSort,786,1753200
GnomeSort,2059,11414400
GnomeSort,303,665500
GnomeSort,787,1695300
GnomeSort,2058,9952600
GnomeSort,304,511200
GnomeSort,788,1220000
GnomeSort,2057,10479500
GnomeSort,305,1301900
GnomeSort,789,2397000
GnomeSort,306,739700
GnomeSort,307,567500
GnomeSort,308,620100
GnomeSort,309,607800
GnomeSort,2070,10052000
GnomeSort,2078,9405800
GnomeSort,2077,9653700
GnomeSort,2076,9559500
GnomeSort,2075,9640300
GnomeSort,2074,10394400
GnomeSort,2073,9017400
GnomeSort,790,2056100
GnomeSort,2072,13572000
GnomeSort,791,1699100
GnomeSort,2071,9872100
GnomeSort,792,1629900
GnomeSort,793,1420700
GnomeSort,310,628900
GnomeSort,794,2454400
GnomeSort,311,315600
GnomeSort,795,1977500
GnomeSort,312,190200
GnomeSort,796,1371400
GnomeSort,313,204800
GnomeSort,797,1671500
GnomeSort,314,262400
GnomeSort,798,1382000
GnomeSort,2069,17985300
GnomeSort,315,261700
GnomeSort,799,1622900
GnomeSort,2068,11086100
GnomeSort,316,262900
GnomeSort,317,262300
GnomeSort,318,211400
GnomeSort,319,228400
GnomeSort,2081,10752200
GnomeSort,2080,10770900
GnomeSort,2089,9247000
GnomeSort,2088,9232300
GnomeSort,2087,12642100
GnomeSort,2086,14031500
GnomeSort,2085,10469600
GnomeSort,2084,10614500
GnomeSort,2083,9669700
GnomeSort,2082,11799700
GnomeSort,320,302100
GnomeSort,321,271400
GnomeSort,322,249000
GnomeSort,323,365600
GnomeSort,324,282800
GnomeSort,325,316800
GnomeSort,326,293700
GnomeSort,2079,10825200
GnomeSort,327,296800
GnomeSort,328,303500
GnomeSort,329,294900
GnomeSort,2092,9254600
GnomeSort,2091,9420300
GnomeSort,2090,13478600
GnomeSort,2099,10053100
GnomeSort,2098,9525000
GnomeSort,2097,13019900
GnomeSort,2096,9753800
GnomeSort,2095,10138800
GnomeSort,2094,10197600
GnomeSort,2093,14650600
GnomeSort,330,341400
GnomeSort,331,256200
GnomeSort,332,399300
GnomeSort,333,328500
GnomeSort,334,389700
GnomeSort,335,220200
GnomeSort,336,352200
GnomeSort,337,239300
GnomeSort,338,260700
GnomeSort,339,258700
GnomeSort,340,451100
GnomeSort,341,256800
GnomeSort,342,282100
GnomeSort,343,313200
GnomeSort,344,320100
GnomeSort,345,349100
GnomeSort,346,363800
GnomeSort,347,371800
GnomeSort,348,283400
GnomeSort,349,257100
GnomeSort,350,294100
GnomeSort,351,290700
GnomeSort,352,300200
GnomeSort,353,404000
GnomeSort,354,282400
GnomeSort,355,277800
GnomeSort,356,366300
GnomeSort,357,320600
GnomeSort,358,285000
GnomeSort,359,328800
GnomeSort,10,14200
GnomeSort,11,10400
GnomeSort,12,15800
GnomeSort,13,15900
GnomeSort,14,16000
GnomeSort,15,13700
GnomeSort,16,20700
GnomeSort,17,34100
GnomeSort,18,20700
GnomeSort,19,27600
GnomeSort,360,539600
GnomeSort,361,440700
GnomeSort,362,462900
GnomeSort,363,284300
GnomeSort,364,348700
GnomeSort,365,358600
GnomeSort,366,388300
GnomeSort,367,428700
GnomeSort,368,287600
GnomeSort,369,282600
GnomeSort,20,26100
GnomeSort,21,40900
GnomeSort,22,42500
GnomeSort,23,31100
GnomeSort,24,38700
GnomeSort,25,25900
GnomeSort,26,37800
GnomeSort,27,66600
GnomeSort,28,47600
GnomeSort,29,172900
GnomeSort,370,295000
GnomeSort,371,504300
GnomeSort,372,291500
GnomeSort,373,311300
GnomeSort,374,288000
GnomeSort,375,355800
GnomeSort,376,408300
GnomeSort,377,320100
GnomeSort,378,296300
GnomeSort,379,314000
GnomeSort,30,45600
GnomeSort,31,49800
GnomeSort,32,86300
GnomeSort,33,90400
GnomeSort,34,52100
GnomeSort,35,74000
GnomeSort,36,67300
