Sort,Complexity,Time
GnomeSort,579,1021100
GnomeSort,580,1032100
GnomeSort,581,930600
GnomeSort,582,695100
GnomeSort,583,858200
GnomeSort,100,87200
GnomeSort,584,723500
GnomeSort,101,90800
GnomeSort,585,790400
GnomeSort,102,111600
GnomeSort,586,843900
GnomeSort,103,106900
GnomeSort,587,767300
GnomeSort,104,92500
GnomeSort,588,775700
GnomeSort,105,133500
GnomeSort,589,982900
GnomeSort,106,68300
GnomeSort,107,106000
GnomeSort,108,427000
GnomeSort,109,624700
GnomeSort,590,808600
GnomeSort,591,734200
GnomeSort,592,892200
GnomeSort,593,848400
GnomeSort,110,848900
GnomeSort,594,1250200
GnomeSort,111,726600
GnomeSort,595,862500
GnomeSort,112,861600
GnomeSort,596,1127300
GnomeSort,113,298100
GnomeSort,597,1154000
GnomeSort,114,49500
GnomeSort,598,1143600
GnomeSort,115,41000
GnomeSort,599,781100
GnomeSort,116,40600
GnomeSort,117,32800
GnomeSort,118,42900
GnomeSort,119,83200
GnomeSort,120,32000
GnomeSort,121,48300
GnomeSort,122,34000
GnomeSort,123,58400
GnomeSort,124,48900
GnomeSort,125,44700
GnomeSort,126,41700
GnomeSort,127,55300
GnomeSort,128,38000
GnomeSort,129,57700
GnomeSort,130,106900
GnomeSort,131,41100
GnomeSort,132,42700
GnomeSort,133,100600
GnomeSort,134,66400
GnomeSort,135,52100
GnomeSort,136,50900
GnomeSort,137,70100
GnomeSort,138,69100
GnomeSort,139,97000
GnomeSort,1809,7819700
GnomeSort,140,74500
GnomeSort,141,58100
GnomeSort,142,96800
GnomeSort,143,51600
GnomeSort,1800,6874800
GnomeSort,144,46200
GnomeSort,145,60000
GnomeSort,146,56200
GnomeSort,147,60400
GnomeSort,148,64600
GnomeSort,149,88300
GnomeSort,1808,7153600
GnomeSort,1807,7612800
GnomeSort,1806,6935600
GnomeSort,1805,9640800
GnomeSort,1804,8757600
GnomeSort,1803,6890800
GnomeSort,1802,7556300
GnomeSort,1801,7194000
GnomeSort,150,53200
GnomeSort,151,62800
GnomeSort,152,53600
GnomeSort,153,78200
GnomeSort,154,61200
GnomeSort,1811,7724300
GnomeSort,155,74900
GnomeSort,1810,7813700
GnomeSort,156,59200
GnomeSort,157,106900
GnomeSort,158,67400
GnomeSort,159,92000
GnomeSort,1819,7092500
GnomeSort,1818,7194200
GnomeSort,1817,7020400
GnomeSort,1816,7112600
GnomeSort,1815,9542600
GnomeSort,1814,7801500
GnomeSort,1813,8556100
GnomeSort,1812,7515800
GnomeSort,160,91200
GnomeSort,161,66300
GnomeSort,162,69000
GnomeSort,163,91900
GnomeSort,164,74700
GnomeSort,165,66100
GnomeSort,1822,7354700
GnomeSort,166,125300
GnomeSort,1821,7032200
GnomeSort,167,91700
GnomeSort,1820,7559900
GnomeSort,168,85300
GnomeSort,169,70900
GnomeSort,1829,7465300
GnomeSort,1828,7306900
GnomeSort,1827,8026100
GnomeSort,1826,7720900
GnomeSort,1825,7250400
GnomeSort,1824,9952800
GnomeSort,1823,6964100
GnomeSort,170,94700
GnomeSort,171,76600
GnomeSort,172,90800
GnomeSort,173,93100
GnomeSort,174,102400
GnomeSort,175,94900
GnomeSort,176,225500
GnomeSort,1833,7396200
GnomeSort,177,89900
GnomeSort,1832,7154500
GnomeSort,178,162000
GnomeSort,1831,7580600
GnomeSort,179,83500
GnomeSort,1830,10667700
GnomeSort,1839,7621900
GnomeSort,1838,7295100
GnomeSort,1837,7655400
GnomeSort,1836,7119300
GnomeSort,1835,7042400
GnomeSort,1834,7134900
GnomeSort,180,261700
GnomeSort,181,71300
GnomeSort,182,113700
GnomeSort,183,106700
GnomeSort,184,112200
GnomeSort,185,126300
GnomeSort,186,110300
GnomeSort,187,109800
GnomeSort,1844,7190600
GnomeSort,188,112600
GnomeSort,1843,7106500
GnomeSort,189,99400
GnomeSort,1842,10280400
GnomeSort,1841,7281100
GnomeSort,1840,7194600
GnomeSort,1849,7468700
GnomeSort,1848,8244300
GnomeSort,1847,7926700
GnomeSort,1846,10262100
GnomeSort,1845,7876100
GnomeSort,190,161300
GnomeSort,191,97600
GnomeSort,192,182000
GnomeSort,193,116000
GnomeSort,194,99300
GnomeSort,195,85200
GnomeSort,196,108400
GnomeSort,197,102300
GnomeSort,198,95000
GnomeSort,1855,9412700
GnomeSort,2702,17336900
GnomeSort,199,144800
GnomeSort,1854,7462100
GnomeSort,2701,20880800
GnomeSort,1853,8061700
GnomeSort,2700,17897100
GnomeSort,1852,9998700
GnomeSort,1851,9578700
GnomeSort,1850,7112100
GnomeSort,2709,17873900
GnomeSort,2708,19432500
GnomeSort,2707,20284500
GnomeSort,1859,8387200
GnomeSort,2706,16796100
GnomeSort,1858,8868100
GnomeSort,2705,20089900
GnomeSort,1857,8199800
GnomeSort,2704,17156200
GnomeSort,1856,7976700
GnomeSort,2703,20561200
GnomeSort,1866,7114200
GnomeSort,2713,20630100
GnomeSort,1865,7285900
GnomeSort,2712,19459100
GnomeSort,1864,7589800
GnomeSort,2711,23142700
GnomeSort,1863,7325200
GnomeSort,2710,17206300
GnomeSort,1862,7439700
GnomeSort,1861,10000400
GnomeSort,1860,9988600
GnomeSort,2719,17094000
GnomeSort,2718,17097500
GnomeSort,2717,17522700
GnomeSort,1869,7889000
GnomeSort,2716,16771800
GnomeSort,1868,7959800
GnomeSort,2715,20174300
GnomeSort,1867,8456200
GnomeSort,2714,20346900
GnomeSort,1880,7836700
GnomeSort,1877,10620900
GnomeSort,2724,17171400
GnomeSort,1876,8474800
GnomeSort,2723,17529700
GnomeSort,1875,10597100
GnomeSort,2722,17789900
GnomeSort,1874,10474800
GnomeSort,2721,17703900
GnomeSort,1873,10753600
GnomeSort,2720,18557400
GnomeSort,1872,7403200
GnomeSort,1871,7872000
GnomeSort,1870,10689800
GnomeSort,2729,18567300
GnomeSort,2728,17185800
GnomeSort,2727,17200500
GnomeSort,1879,8051500
GnomeSort,2726,17653000
GnomeSort,1878,14867700
GnomeSort,2725,17803800
GnomeSort,1891,8987500
GnomeSort,1890,7852800
GnomeSort,1404,4726900
GnomeSort,1888,7395900
GnomeSort,2735,17825800
GnomeSort,1403,5015300
GnomeSort,1887,7443500
GnomeSort,2734,17232800
GnomeSort,1402,4870100
GnomeSort,1886,11116100
GnomeSort,2733,19657100
GnomeSort,1401,5120800
GnomeSort,1885,7295100
GnomeSort,2732,17272900
GnomeSort,1400,4960800
GnomeSort,1884,7535700
GnomeSort,2731,17626300
GnomeSort,1883,7612300
GnomeSort,2730,22780900
GnomeSort,1882,7512700
GnomeSort,1881,7860700
GnomeSort,1409,4349500
GnomeSort,1408,5240700
GnomeSort,2739,18119800
GnomeSort,1407,6247400
GnomeSort,2738,23761500
GnomeSort,1406,4404100
GnomeSort,2737,23639200
GnomeSort,1405,4584100
GnomeSort,1889,10613100
GnomeSort,2736,17162400
GnomeSort,1415,4751500
GnomeSort,1899,8301000
GnomeSort,2746,18046900
GnomeSort,1414,4598300
GnomeSort,1898,7660400
GnomeSort,2745,17749600
GnomeSort,1413,4278000
GnomeSort,1897,7692200
GnomeSort,2744,19967100
GnomeSort,1412,4358800
GnomeSort,1896,7724600
GnomeSort,2743,20192100
GnomeSort,1411,4355500
GnomeSort,1895,13078400
GnomeSort,2742,17693300
GnomeSort,1410,4330500
GnomeSort,1894,10709500
GnomeSort,2741,19312000
GnomeSort,1893,7796800
GnomeSort,2740,17499200
GnomeSort,1892,8270700
GnomeSort,1419,4229500
GnomeSort,1418,4451200
GnomeSort,2749,19789700
GnomeSort,1417,4702700
GnomeSort,2748,17146200
GnomeSort,1416,5125000
GnomeSort,2747,16961600
GnomeSort,2760,18958500
GnomeSort,1426,4436500
GnomeSort,2757,19511600
GnomeSort,1425,4913300
GnomeSort,2756,17322300
GnomeSort,1424,5386400
GnomeSort,2755,19365500
GnomeSort,1423,4305900
GnomeSort,2754,17540500
GnomeSort,1422,4687800
GnomeSort,2753,18606100
GnomeSort,1421,4288400
GnomeSort,2752,17415600
GnomeSort,1420,5138300
GnomeSort,2751,18390800
GnomeSort,2750,23768700
GnomeSort,1429,4364700
GnomeSort,1428,4307400
GnomeSort,2759,17728600
GnomeSort,1427,4360500
GnomeSort,2758,18962300
GnomeSort,1440,4396100
GnomeSort,2771,17103600
GnomeSort,2770,16930900
GnomeSort,1437,4681500
GnomeSort,2768,17357000
GnomeSort,1436,5012500
GnomeSort,2767,16857200
GnomeSort,1435,5383700
GnomeSort,2766,18967200
GnomeSort,1434,5313300
GnomeSort,2765,16821300
GnomeSort,1433,4257200
GnomeSort,2764,16659600
GnomeSort,1432,4383700
GnomeSort,2763,23573900
GnomeSort,1431,4332400
GnomeSort,2762,16255200
GnomeSort,1430,4483800
GnomeSort,2761,30839500
GnomeSort,1439,4799500
GnomeSort,1438,4769300
GnomeSort,2769,18645200
GnomeSort,1451,6289900
GnomeSort,2782,17672100
GnomeSort,1450,4709000
GnomeSort,2781,17549600
GnomeSort,2780,20241400
GnomeSort,1448,6897000
GnomeSort,2779,18549100
GnomeSort,1447,6606300
GnomeSort,2778,21751000
GnomeSort,1446,4690400
GnomeSort,2777,17012000
GnomeSort,1445,4411800
GnomeSort,2776,18425100
GnomeSort,1444,4905600
GnomeSort,2775,17626800
GnomeSort,1443,4486100
GnomeSort,2774,17781600
GnomeSort,1442,4811800
GnomeSort,2773,20643400
GnomeSort,1441,4676300
GnomeSort,2772,16610100
GnomeSort,1449,4863600
RadixSort,1462,551800
RadixSort,2793,1072200
RadixSort,1461,435300
RadixSort,2792,766700
RadixSort,1460,411400
RadixSort,2791,1159100
RadixSort,2790,1085100
RadixSort,1459,549200
RadixSort,2306,926400
RadixSort,1458,407900
RadixSort,2305,889900
RadixSort,2789,1098500
RadixSort,1457,592300
RadixSort,2304,645300
RadixSort,2788,803100
RadixSort,1456,535600
RadixSort,2303,741000
RadixSort,2787,881800
RadixSort,1455,446900
RadixSort,2302,898500
RadixSort,2786,1151300
RadixSort,1454,464000
RadixSort,2301,618700
RadixSort,2785,800100
RadixSort,1453,540700
RadixSort,2300,766800
RadixSort,2784,781200
RadixSort,1452,414800
RadixSort,2783,753700
RadixSort,2309,755100
RadixSort,2308,951600
RadixSort,2307,795900
RadixSort,1473,466900
RadixSort,2320,869600
RadixSort,1472,545600
RadixSort,1471,461200
RadixSort,1470,551700
RadixSort,2317,682300
RadixSort,1,37700
RadixSort,1469,424400
RadixSort,2316,783300
RadixSort,2,49600
RadixSort,1468,496400
RadixSort,2315,855500
RadixSort,2799,786000
RadixSort,3,48900
RadixSort,1467,431400
RadixSort,2314,684600
RadixSort,2798,996300
RadixSort,4,25900
RadixSort,1466,555800
RadixSort,2313,963700
RadixSort,2797,955000
RadixSort,5,37400
RadixSort,1465,943100
RadixSort,2312,621000
RadixSort,2796,814000
RadixSort,6,39900
RadixSort,1464,639600
RadixSort,2311,863000
RadixSort,2795,766100
RadixSort,7,55000
RadixSort,1463,653200
RadixSort,2310,2158400
RadixSort,2794,926600
RadixSort,8,37300
RadixSort,9,81900
RadixSort,2319,854000
RadixSort,2318,656900
RadixSort,1000,285500
RadixSort,1484,457200
RadixSort,2331,750000
RadixSort,1483,454400
RadixSort,2330,674800
RadixSort,1482,426500
RadixSort,1481,499400
RadixSort,1480,468700
RadixSort,2328,967200
RadixSort,2327,760900
RadixSort,1479,435700
RadixSort,2326,802500
RadixSort,1478,473900
RadixSort,2325,861100
RadixSort,1477,434000
RadixSort,2324,718600
RadixSort,1476,436100
RadixSort,2323,622800
RadixSort,1475,495300
RadixSort,2322,687300
RadixSort,1474,537500
RadixSort,2321,638500
RadixSort,2329,646500
RadixSort,1011,291300
RadixSort,1495,444000
RadixSort,2342,660500
RadixSort,1010,324500
RadixSort,1494,579800
RadixSort,2341,878100
RadixSort,1493,592500
RadixSort,2340,861400
RadixSort,1492,577100
RadixSort,1491,561400
RadixSort,1490,480200
RadixSort,1008,367700
RadixSort,2339,1063400
RadixSort,1007,316400
RadixSort,2338,906100
RadixSort,1006,303700
RadixSort,2337,709400
RadixSort,1005,283900
RadixSort,1489,484600
RadixSort,2336,741500
RadixSort,1004,282600
RadixSort,1488,404700
RadixSort,2335,710600
RadixSort,1003,298300
RadixSort,1487,480800
RadixSort,2334,935500
RadixSort,1002,323300
RadixSort,1486,447800
RadixSort,2333,648900
RadixSort,1001,294000
RadixSort,1485,581700
RadixSort,2332,652300
RadixSort,1009,433700
RadixSort,1022,287800
RadixSort,2353,671900
RadixSort,1021,400400
RadixSort,2352,840300
RadixSort,1020,360600
RadixSort,2351,922900
RadixSort,2350,906800
RadixSort,1019,299500
RadixSort,1018,333600
RadixSort,2349,743600
RadixSort,1017,342300
RadixSort,2348,662100
RadixSort,1016,416100
RadixSort,2347,867300
RadixSort,1015,397700
RadixSort,1499,505200
RadixSort,2346,754200
RadixSort,1014,418100
RadixSort,1498,438700
RadixSort,2345,629400
RadixSort,1013,391500
RadixSort,1497,438300
RadixSort,2344,922500
RadixSort,1012,305800
RadixSort,1496,566900
RadixSort,2343,723300
RadixSort,1033,293500
RadixSort,2364,727400
RadixSort,1032,345600
RadixSort,2363,765400
RadixSort,1031,355300
RadixSort,2362,669500
RadixSort,1030,290200
RadixSort,2361,1036900
RadixSort,2360,824600
RadixSort,1029,324000
RadixSort,1028,304000
RadixSort,2359,719800
RadixSort,1027,400900
RadixSort,2358,634600
RadixSort,1026,300700
RadixSort,2357,745000
RadixSort,1025,317300
RadixSort,2356,663500
RadixSort,600,172100
RadixSort,1024,308100
RadixSort,2355,982600
RadixSort,601,249300
RadixSort,1023,399800
RadixSort,2354,770600
RadixSort,602,187800
RadixSort,603,220000
RadixSort,604,187900
RadixSort,605,172100
RadixSort,606,209100
RadixSort,607,182300
RadixSort,608,184100
RadixSort,609,184200
RadixSort,1044,293300
RadixSort,2375,700400
RadixSort,1043,351700
RadixSort,2374,683900
RadixSort,1042,343400
RadixSort,2373,666700
RadixSort,1041,406600
RadixSort,2372,663000
RadixSort,1040,330300
RadixSort,2371,657500
RadixSort,2370,725100
RadixSort,1039,291400
RadixSort,1038,440000
RadixSort,2369,915200
RadixSort,1037,433100
RadixSort,2368,1003500
RadixSort,610,176500
RadixSort,1036,642700
RadixSort,2367,1013100
RadixSort,611,227800
RadixSort,1035,291800
RadixSort,2366,682600
RadixSort,612,218700
RadixSort,1034,311000
RadixSort,2365,753600
RadixSort,613,207100
RadixSort,614,201800
RadixSort,615,216100
RadixSort,616,193000
RadixSort,617,193600
RadixSort,618,173700
RadixSort,619,189200
RadixSort,1055,309500
RadixSort,2386,649500
RadixSort,1054,296200
RadixSort,2385,773900
RadixSort,1053,340400
RadixSort,2384,1091500
RadixSort,1052,417800
RadixSort,2383,952600
RadixSort,1051,326800
RadixSort,2382,639100
RadixSort,1050,331600
RadixSort,2381,702700
RadixSort,2380,892500
RadixSort,1049,315100
RadixSort,620,208400
RadixSort,1048,328900
RadixSort,2379,652800
RadixSort,621,198300
RadixSort,1047,379300
RadixSort,2378,852200
RadixSort,622,177100
RadixSort,1046,322600
RadixSort,2377,704400
RadixSort,623,220600
RadixSort,1045,304500
RadixSort,2376,681900
RadixSort,624,195400
RadixSort,625,234700
RadixSort,626,191100
RadixSort,627,177500
RadixSort,628,252000
RadixSort,629,195400
RadixSort,1066,396600
RadixSort,2397,644000
RadixSort,1065,323600
RadixSort,2396,649100
RadixSort,1064,341500
RadixSort,2395,897500
RadixSort,1063,307500
RadixSort,2394,693800
RadixSort,1062,329200
RadixSort,2393,767100
RadixSort,1061,335700
RadixSort,2392,728000
RadixSort,1060,307200
RadixSort,2391,698300
RadixSort,2390,730400
RadixSort,630,192000
RadixSort,631,178200
RadixSort,1059,345200
RadixSort,632,197400
RadixSort,1058,317900
RadixSort,2389,895600
RadixSort,633,202500
RadixSort,1057,348400
RadixSort,2388,738900
RadixSort,634,225500
RadixSort,1056,400600
RadixSort,2387,979700
RadixSort,635,209000
RadixSort,636,199700
RadixSort,637,209300
RadixSort,638,184300
RadixSort,639,183200
RadixSort,1077,369900
RadixSort,1076,300600
RadixSort,1075,461200
RadixSort,1074,365300
RadixSort,1073,321300
RadixSort,1072,364000
RadixSort,1071,345200
RadixSort,1070,350300
RadixSort,640,191300
RadixSort,641,228900
RadixSort,642,204300
RadixSort,643,279600
RadixSort,1069,332000
RadixSort,644,269200
RadixSort,1068,442900
RadixSort,2399,876800
RadixSort,645,203600
RadixSort,1067,302200
RadixSort,2398,688800
RadixSort,646,202300
RadixSort,647,194200
RadixSort,648,218900
RadixSort,649,192300
RadixSort,1080,308100
RadixSort,1088,313700
RadixSort,1087,417300
RadixSort,1086,307700
RadixSort,1085,305500
RadixSort,1084,330100
RadixSort,1083,370900
RadixSort,1082,305900
RadixSort,1081,340900
RadixSort,650,195500
RadixSort,651,191800
RadixSort,652,192000
RadixSort,653,210900
RadixSort,654,188900
RadixSort,655,234600
RadixSort,1079,310500
RadixSort,656,193100
RadixSort,1078,310900
RadixSort,657,200600
RadixSort,658,185700
RadixSort,659,224800
RadixSort,1091,312200
RadixSort,1090,334500
RadixSort,1099,325400
RadixSort,1098,307100
RadixSort,1097,312900
RadixSort,1096,342800
RadixSort,1095,380200
RadixSort,1094,345700
RadixSort,1093,518200
RadixSort,1092,350200
RadixSort,660,203800
RadixSort,661,227900
RadixSort,662,201800
RadixSort,663,188400
RadixSort,664,215900
RadixSort,665,205100
RadixSort,666,286000
RadixSort,667,224700
RadixSort,1089,375600
RadixSort,668,194800
RadixSort,669,214200
RadixSort,670,217600
RadixSort,671,240900
RadixSort,672,228100
RadixSort,673,219300
RadixSort,674,229600
RadixSort,675,205100
RadixSort,676,189600
RadixSort,677,271200
RadixSort,678,192000
RadixSort,679,212400
RadixSort,680,213100
RadixSort,681,216700
RadixSort,682,215500
RadixSort,683,238800
RadixSort,200,63300
RadixSort,684,214900
RadixSort,201,76700
RadixSort,685,248300
RadixSort,202,76200
RadixSort,686,197200
RadixSort,203,101000
RadixSort,687,213200
RadixSort,204,101100
RadixSort,688,194000
RadixSort,205,64200
RadixSort,689,452300
RadixSort,206,75300
RadixSort,207,84200
RadixSort,208,75200
RadixSort,209,67100
RadixSort,690,245000
RadixSort,691,234700
RadixSort,692,216500
RadixSort,693,220800
RadixSort,210,70600
RadixSort,694,196700
RadixSort,211,71700
RadixSort,695,201900
RadixSort,212,122700
RadixSort,696,278800
RadixSort,213,79300
RadixSort,697,212600
RadixSort,214,86300
RadixSort,698,218200
RadixSort,215,70400
RadixSort,699,285400
RadixSort,216,98200
RadixSort,217,67500
RadixSort,218,72200
RadixSort,219,112100
RadixSort,220,81700
RadixSort,221,69200
RadixSort,222,73000
RadixSort,223,72300
RadixSort,224,94200
RadixSort,225,74800
RadixSort,226,87300
RadixSort,227,74500
RadixSort,228,68200
RadixSort,229,75300
RadixSort,230,86000
RadixSort,231,77500
RadixSort,232,78800
RadixSort,233,70700
RadixSort,234,121800
RadixSort,235,78000
RadixSort,236,86600
RadixSort,237,81600
RadixSort,238,86000
RadixSort,239,85900
RadixSort,1909,716600
RadixSort,1908,704600
RadixSort,240,90100
RadixSort,241,124600
RadixSort,242,121200
RadixSort,243,105000
RadixSort,244,78500
RadixSort,245,82600
RadixSort,246,115500
RadixSort,247,75100
RadixSort,248,94600
RadixSort,249,88800
RadixSort,1907,738200
RadixSort,1906,562700
RadixSort,1905,527200
RadixSort,1904,559900
RadixSort,1903,650400
RadixSort,1902,609400
RadixSort,1901,762200
RadixSort,1900,831800
RadixSort,1919,640500
RadixSort,250,757100
RadixSort,251,81100
RadixSort,252,86600
RadixSort,253,91200
RadixSort,1910,745200
RadixSort,254,77700
RadixSort,255,87900
RadixSort,256,99700
RadixSort,257,93100
RadixSort,258,91200
RadixSort,259,91300
RadixSort,1918,516200
RadixSort,1917,667900
RadixSort,1916,514400
RadixSort,1915,583300
RadixSort,1914,839700
RadixSort,1913,731200
RadixSort,1912,719000
RadixSort,1911,1299900
RadixSort,260,95000
RadixSort,261,94700
RadixSort,262,84700
RadixSort,263,87500
RadixSort,264,79600
RadixSort,1921,651900
RadixSort,265,83000
RadixSort,1920,714300
RadixSort,266,79800
RadixSort,267,98100
RadixSort,268,126000
RadixSort,269,99500
RadixSort,1929,762400
RadixSort,1928,541700
RadixSort,1927,577600
RadixSort,1926,857300
RadixSort,1925,825400
RadixSort,1924,574800
RadixSort,1923,577700
RadixSort,1922,749800
RadixSort,270,92900
RadixSort,271,137600
RadixSort,272,104100
RadixSort,273,111300
RadixSort,274,90700
RadixSort,275,96200
RadixSort,1932,652100
RadixSort,276,100700
RadixSort,1931,550200
RadixSort,277,86200
RadixSort,1930,645600
RadixSort,278,104600
RadixSort,279,94200
RadixSort,1939,588600
RadixSort,1938,590600
RadixSort,1937,1386300
RadixSort,1936,988200
RadixSort,1935,721600
RadixSort,1934,646400
RadixSort,1933,567600
RadixSort,280,101900
RadixSort,281,95400
RadixSort,282,123700
RadixSort,283,104100
RadixSort,284,102300
RadixSort,285,139900
RadixSort,286,88900
RadixSort,1943,642600
RadixSort,287,124900
RadixSort,1942,582100
RadixSort,288,129800
RadixSort,1941,610800
RadixSort,289,89700
RadixSort,1940,566000
RadixSort,1949,850500
RadixSort,1948,574400
RadixSort,1947,1349700
RadixSort,1946,726100
RadixSort,1945,593200
RadixSort,1944,521200
RadixSort,290,94500
RadixSort,291,142700
RadixSort,292,92900
RadixSort,293,88200
RadixSort,294,88000
RadixSort,295,99900
RadixSort,296,97500
RadixSort,297,110200
RadixSort,1954,611200
RadixSort,2801,950600
RadixSort,298,114400
RadixSort,1953,768800
RadixSort,2800,768800
RadixSort,299,105500
RadixSort,1952,580000
RadixSort,1951,577500
RadixSort,1950,567600
RadixSort,2809,770900
RadixSort,2808,878400
RadixSort,2807,772300
RadixSort,1959,862200
RadixSort,2806,1031800
RadixSort,1958,882600
RadixSort,2805,781300
RadixSort,1957,893300
RadixSort,2804,819900
RadixSort,1956,628200
RadixSort,2803,1019900
RadixSort,1955,715200
RadixSort,2802,772200
RadixSort,1965,737100
RadixSort,2812,938100
RadixSort,1964,581300
RadixSort,2811,779100
RadixSort,1963,604400
RadixSort,2810,1192900
RadixSort,1962,555800
RadixSort,1961,555900
RadixSort,1960,614700
RadixSort,2819,1166700
RadixSort,2818,1128700
RadixSort,2817,788800
RadixSort,1969,637000
RadixSort,2816,1411800
RadixSort,1968,930000
RadixSort,2815,985700
RadixSort,1967,931400
RadixSort,2814,894500
RadixSort,1966,788000
RadixSort,2813,1055400
RadixSort,1976,915900
RadixSort,2823,781100
RadixSort,1975,630400
RadixSort,2822,1064700
RadixSort,1974,550500
RadixSort,2821,853300
RadixSort,1973,629400
RadixSort,2820,942900
RadixSort,1972,648400
RadixSort,1971,540900
RadixSort,1970,643600
RadixSort,2829,928300
RadixSort,2828,799700
RadixSort,2827,810800
RadixSort,1979,532100
RadixSort,2826,1262500
RadixSort,1978,650900
RadixSort,2825,787000
RadixSort,1977,539200
RadixSort,2824,937900
RadixSort,1990,632900
RadixSort,1503,485100
RadixSort,1987,755100
RadixSort,2834,1068400
RadixSort,1502,491300
RadixSort,1986,586100
RadixSort,2833,883900
RadixSort,1501,524100
RadixSort,1985,640900
RadixSort,2832,971800
RadixSort,1500,411300
RadixSort,1984,549800
RadixSort,2831,983100
RadixSort,1983,533200
RadixSort,2830,783700
RadixSort,1982,639000
RadixSort,1981,534600
RadixSort,1980,634200
RadixSort,1509,486800
RadixSort,1508,408600
RadixSort,2839,1090300
RadixSort,1507,468700
RadixSort,2838,770000
RadixSort,1506,783500
RadixSort,2837,950100
RadixSort,1505,596100
RadixSort,1989,746700
RadixSort,2836,1120300
RadixSort,1504,564400
RadixSort,1988,618400
RadixSort,2835,779800
RadixSort,1514,418800
RadixSort,1998,600400
RadixSort,2845,818200
RadixSort,1513,501100
RadixSort,1997,563600
RadixSort,2844,1067300
RadixSort,1512,567700
RadixSort,1996,554700
RadixSort,2843,780900
RadixSort,1511,407300
RadixSort,1995,622900
RadixSort,2842,766000
RadixSort,1510,405700
RadixSort,1994,548100
RadixSort,2841,817100
RadixSort,1993,1027600
RadixSort,2840,893000
RadixSort,1992,765800
RadixSort,1991,996900
RadixSort,1519,585300
RadixSort,1518,454600
RadixSort,2849,1046900
RadixSort,1517,582000
RadixSort,2848,784200
RadixSort,1516,408100
RadixSort,2847,795000
RadixSort,1515,409000
RadixSort,1999,549200
RadixSort,2846,809800
RadixSort,1525,473200
RadixSort,2856,875300
RadixSort,1524,668100
RadixSort,2855,808400
RadixSort,1523,528400
RadixSort,2854,805200
RadixSort,1522,492300
RadixSort,2853,1173800
RadixSort,1521,960000
RadixSort,2852,1150000
RadixSort,1520,458600
RadixSort,2851,1007100
RadixSort,2850,882100
RadixSort,1529,410900
RadixSort,1528,582700
RadixSort,2859,1094100
RadixSort,1527,475800
RadixSort,2858,867000
RadixSort,1526,465400
RadixSort,2857,1070400
RadixSort,2870,939600
RadixSort,1536,418800
RadixSort,2867,901800
RadixSort,1535,424500
RadixSort,2866,791600
RadixSort,1534,412000
RadixSort,2865,992300
RadixSort,1533,470200
RadixSort,2864,982400
RadixSort,1532,626500
RadixSort,2863,1207100
RadixSort,1531,496700
RadixSort,2862,786700
RadixSort,1530,575200
RadixSort,2861,913500
RadixSort,2860,1072700
RadixSort,1539,518800
RadixSort,1538,425500
RadixSort,2869,905200
RadixSort,1537,613600
RadixSort,2868,790300
RadixSort,1550,515100
RadixSort,2881,1098100
RadixSort,2880,812800
RadixSort,1547,437600
RadixSort,2878,1100700
RadixSort,1546,627300
RadixSort,2877,1038900
RadixSort,1545,507100
RadixSort,2876,776300
RadixSort,1544,608800
RadixSort,2875,771600
RadixSort,1543,464800
RadixSort,2874,871600
RadixSort,1542,431900
RadixSort,2873,832500
RadixSort,1541,492700
RadixSort,2872,949700
RadixSort,1540,618500
RadixSort,2871,1256200
RadixSort,1549,426500
RadixSort,1548,604000
RadixSort,2879,1404100
RadixSort,1561,856600
RadixSort,2892,1028800
RadixSort,1560,920200
RadixSort,2891,775200
RadixSort,2890,1164900
RadixSort,1558,521600
RadixSort,2405,1136700
RadixSort,2889,859800
RadixSort,1557,613300
RadixSort,2404,780500
RadixSort,2888,844700
RadixSort,1556,595000
RadixSort,2403,865100
RadixSort,2887,1057700
RadixSort,1555,625800
RadixSort,2402,915400
RadixSort,2886,1113100
RadixSort,1554,492200
RadixSort,2401,673100
RadixSort,2885,1211600
RadixSort,1553,583800
RadixSort,2400,901800
RadixSort,2884,1081300
RadixSort,1552,440400
RadixSort,2883,868800
RadixSort,1551,917600
RadixSort,2882,1086300
RadixSort,2409,758100
RadixSort,2408,932600
RadixSort,2407,723500
RadixSort,1559,436700
RadixSort,2406,806100
RadixSort,1572,514000
RadixSort,1571,463100
RadixSort,1570,567300
RadixSort,1569,602600
RadixSort,2416,743300
RadixSort,1568,436700
RadixSort,2415,758100
RadixSort,2899,1030700
RadixSort,1567,608900
RadixSort,2414,760700
RadixSort,2898,1147400
RadixSort,1566,445200
RadixSort,2413,647200
RadixSort,2897,1041100
RadixSort,1565,505600
RadixSort,2412,1011300
RadixSort,2896,861000
RadixSort,1564,496500
RadixSort,2411,681600
RadixSort,2895,1248800
RadixSort,1563,761300
RadixSort,2410,740300
RadixSort,2894,929900
RadixSort,1562,490600
RadixSort,2893,1004100
RadixSort,2419,649200
RadixSort,2418,773100
RadixSort,2417,965000
RadixSort,1583,618100
RadixSort,2430,692100
RadixSort,1582,709600
RadixSort,1581,658500
RadixSort,1580,445800
RadixSort,2427,792300
RadixSort,1579,448700
RadixSort,2426,888000
RadixSort,1578,497200
RadixSort,2425,678500
RadixSort,1577,504700
RadixSort,2424,699100
RadixSort,1576,487400
RadixSort,2423,1371100
RadixSort,1575,438800
